t,addresses_sending_to_exchanges_count
2014-02-24,8081
2014-02-25,10438
2014-02-26,7997
2014-02-27,7002
2014-02-28,13798
2014-03-01,7376
2014-03-02,5298
2014-03-03,10895
2014-03-04,11140
2014-03-05,8241
2014-03-06,8021
2014-03-07,8079
2014-03-08,7482
2014-03-09,7559
2014-03-10,9062
2014-03-11,7710
2014-03-12,14463
2014-03-13,8480
2014-03-14,9329
2014-03-15,10282
2014-03-16,8510
2014-03-17,15210
2014-03-18,8678
2014-03-19,8263
2014-03-20,9485
2014-03-21,9687
2014-03-22,9484
2014-03-23,6905
2014-03-24,9079
2014-03-25,8310
2014-03-26,7998
2014-03-27,10194
2014-03-28,8963
2014-03-29,6742
2014-03-30,8712
2014-03-31,8273
2014-04-01,8899
2014-04-02,10033
2014-04-03,12175
2014-04-04,8541
2014-04-05,6934
2014-04-06,7090
2014-04-07,7772
2014-04-08,7432
2014-04-09,8995
2014-04-10,9460
2014-04-11,9471
2014-04-12,6981
2014-04-13,6927
2014-04-14,10424
2014-04-15,22470
2014-04-16,16376
2014-04-17,12920
2014-04-18,10950
2014-04-19,8448
2014-04-20,8950
2014-04-21,9238
2014-04-22,10417
2014-04-23,8711
2014-04-24,9236
2014-04-25,9666
2014-04-26,7062
2014-04-27,7203
2014-04-28,8229
2014-04-29,8808
2014-04-30,9162
2014-05-01,7951
2014-05-02,7362
2014-05-03,6886
2014-05-04,7519
2014-05-05,8764
2014-05-06,9175
2014-05-07,8812
2014-05-08,8646
2014-05-09,9183
2014-05-10,8246
2014-05-11,8352
2014-05-12,9935
2014-05-13,9527
2014-05-14,8896
2014-05-15,9582
2014-05-16,9755
2014-05-17,8257
2014-05-18,8233
2014-05-19,9900
2014-05-20,11264
2014-05-21,9966
2014-05-22,10929
2014-05-23,11075
2014-05-24,8161
2014-05-25,10627
2014-05-26,9928
2014-05-27,9939
2014-05-28,11677
2014-05-29,9988
2014-05-30,10126
2014-05-31,8598
2014-06-01,10051
2014-06-02,9799
2014-06-03,10760
2014-06-04,10452
2014-06-05,12211
2014-06-06,11054
2014-06-07,8470
2014-06-08,8868
2014-06-09,11349
2014-06-10,12162
2014-06-11,10607
2014-06-12,16019
2014-06-13,10895
2014-06-14,9239
2014-06-15,8713
2014-06-16,10525
2014-06-17,11029
2014-06-18,10577
2014-06-19,10437
2014-06-20,10644
2014-06-21,9740
2014-06-22,9945
2014-06-23,10214
2014-06-24,9736
2014-06-25,9755
2014-06-26,10340
2014-06-27,11045
2014-06-28,9021
2014-06-29,8177
2014-06-30,11549
2014-07-01,13310
2014-07-02,10441
2014-07-03,10941
2014-07-04,9184
2014-07-05,8122
2014-07-06,8147
2014-07-07,9557
2014-07-08,9673
2014-07-09,9261
2014-07-10,9712
2014-07-11,8380
2014-07-12,7741
2014-07-13,8728
2014-07-14,9001
2014-07-15,9922
2014-07-16,9155
2014-07-17,9638
2014-07-18,9801
2014-07-19,10471
2014-07-20,8665
2014-07-21,9222
2014-07-22,9271
2014-07-23,9131
2014-07-24,10082
2014-07-25,9143
2014-07-26,7530
2014-07-27,7624
2014-07-28,9702
2014-07-29,8523
2014-07-30,9747
2014-07-31,9188
2014-08-01,9179
2014-08-02,7653
2014-08-03,7927
2014-08-04,9390
2014-08-05,11569
2014-08-06,11776
2014-08-07,11276
2014-08-08,10278
2014-08-09,9670
2014-08-10,9378
2014-08-11,13681
2014-08-12,12711
2014-08-13,12377
2014-08-14,12387
2014-08-15,12483
2014-08-16,12378
2014-08-17,10266
2014-08-18,11686
2014-08-19,12000
2014-08-20,13072
2014-08-21,11534
2014-08-22,10482
2014-08-23,8467
2014-08-24,9026
2014-08-25,10044
2014-08-26,10514
2014-08-27,10786
2014-08-28,10075
2014-08-29,8845
2014-08-30,8663
2014-08-31,8424
2014-09-01,9389
2014-09-02,9320
2014-09-03,9085
2014-09-04,10569
2014-09-05,9297
2014-09-06,9107
2014-09-07,8796
2014-09-08,11029
2014-09-09,11745
2014-09-10,11310
2014-09-11,9775
2014-09-12,10284
2014-09-13,9251
2014-09-14,9303
2014-09-15,10797
2014-09-16,13750
2014-09-17,10740
2014-09-18,12644
2014-09-19,11277
2014-09-20,10327
2014-09-21,8812
2014-09-22,11837
2014-09-23,13703
2014-09-24,13367
2014-09-25,13331
2014-09-26,11993
2014-09-27,10235
2014-09-28,10135
2014-09-29,11849
2014-09-30,12893
2014-10-01,12336
2014-10-02,12155
2014-10-03,14984
2014-10-04,11992
2014-10-05,12519
2014-10-06,12543
2014-10-07,11387
2014-10-08,11169
2014-10-09,11710
2014-10-10,10947
2014-10-11,9251
2014-10-12,9619
2014-10-13,11415
2014-10-14,11529
2014-10-15,10969
2014-10-16,10051
2014-10-17,10294
2014-10-18,8894
2014-10-19,8634
2014-10-20,10277
2014-10-21,11310
2014-10-22,10225
2014-10-23,10111
2014-10-24,10184
2014-10-25,9566
2014-10-26,8537
2014-10-27,11234
2014-10-28,10382
2014-10-29,10471
2014-10-30,11122
2014-10-31,10011
2014-11-01,9389
2014-11-02,9185
2014-11-03,9801
2014-11-04,10059
2014-11-05,11300
2014-11-06,13859
2014-11-07,15916
2014-11-08,9680
2014-11-09,9901
2014-11-10,11201
2014-11-11,10520
2014-11-12,13808
2014-11-13,13222
2014-11-14,12043
2014-11-15,9698
2014-11-16,10244
2014-11-17,11520
2014-11-18,10693
2014-11-19,11143
2014-11-20,10719
2014-11-21,9723
2014-11-22,9435
2014-11-23,9059
2014-11-24,12489
2014-11-25,11154
2014-11-26,10217
2014-11-27,11061
2014-11-28,9911
2014-11-29,10576
2014-11-30,10006
2014-12-01,10085
2014-12-02,11865
2014-12-03,12118
2014-12-04,11382
2014-12-05,11751
2014-12-06,10203
2014-12-07,8875
2014-12-08,10679
2014-12-09,12370
2014-12-10,12347
2014-12-11,13659
2014-12-12,11116
2014-12-13,9504
2014-12-14,10240
2014-12-15,10883
2014-12-16,13218
2014-12-17,13165
2014-12-18,14364
2014-12-19,12813
2014-12-20,11519
2014-12-21,11231
2014-12-22,12816
2014-12-23,11463
2014-12-24,9632
2014-12-25,8516
2014-12-26,9505
2014-12-27,9030
2014-12-28,10884
2014-12-29,10517
2014-12-30,10806
2014-12-31,10625
2015-01-01,7988
2015-01-02,10660
2015-01-03,12930
2015-01-04,12841
2015-01-05,10649
2015-01-06,9822
2015-01-07,9429
2015-01-08,10462
2015-01-09,10758
2015-01-10,11373
2015-01-11,10083
2015-01-12,11019
2015-01-13,13776
2015-01-14,13877
2015-01-15,14757
2015-01-16,11997
2015-01-17,10056
2015-01-18,10176
2015-01-19,10607
2015-01-20,10399
2015-01-21,10973
2015-01-22,11457
2015-01-23,11512
2015-01-24,10580
2015-01-25,12189
2015-01-26,15093
2015-01-27,12207
2015-01-28,10547
2015-01-29,12155
2015-01-30,9839
2015-01-31,10173
2015-02-01,10583
2015-02-02,9698
2015-02-03,11669
2015-02-04,10865
2015-02-05,10209
2015-02-06,10199
2015-02-07,9477
2015-02-08,10504
2015-02-09,10632
2015-02-10,10793
2015-02-11,10867
2015-02-12,11789
2015-02-13,17899
2015-02-14,13729
2015-02-15,17593
2015-02-16,12016
2015-02-17,14166
2015-02-18,14057
2015-02-19,10960
2015-02-20,13380
2015-02-21,10953
2015-02-22,11515
2015-02-23,11786
2015-02-24,12054
2015-02-25,10419
2015-02-26,10275
2015-02-27,11344
2015-02-28,11828
2015-03-01,11838
2015-03-02,12695
2015-03-03,12932
2015-03-04,12468
2015-03-05,12546
2015-03-06,10809
2015-03-07,8899
2015-03-08,9846
2015-03-09,12831
2015-03-10,13343
2015-03-11,12406
2015-03-12,11596
2015-03-13,12463
2015-03-14,10785
2015-03-15,9112
2015-03-16,10513
2015-03-17,9233
2015-03-18,11258
2015-03-19,10144
2015-03-20,9472
2015-03-21,10834
2015-03-22,9424
2015-03-23,10818
2015-03-24,10373
2015-03-25,10426
2015-03-26,9759
2015-03-27,10936
2015-03-28,9896
2015-03-29,9873
2015-03-30,12740
2015-03-31,12255
2015-04-01,12798
2015-04-02,12040
2015-04-03,11011
2015-04-04,10280
2015-04-05,10520
2015-04-06,10706
2015-04-07,11479
2015-04-08,11548
2015-04-09,12142
2015-04-10,13445
2015-04-11,12887
2015-04-12,10810
2015-04-13,11832
2015-04-14,11469
2015-04-15,10620
2015-04-16,9471
2015-04-17,10170
2015-04-18,10615
2015-04-19,10106
2015-04-20,10859
2015-04-21,10797
2015-04-22,10967
2015-04-23,11059
2015-04-24,11537
2015-04-25,11486
2015-04-26,10818
2015-04-27,10280
2015-04-28,10274
2015-04-29,9722
2015-04-30,10464
2015-05-01,8626
2015-05-02,9545
2015-05-03,9050
2015-05-04,10436
2015-05-05,9368
2015-05-06,8902
2015-05-07,10339
2015-05-08,10356
2015-05-09,10170
2015-05-10,9930
2015-05-11,10478
2015-05-12,10470
2015-05-13,10193
2015-05-14,10218
2015-05-15,9603
2015-05-16,9417
2015-05-17,8642
2015-05-18,9415
2015-05-19,9817
2015-05-20,10765
2015-05-21,9871
2015-05-22,10975
2015-05-23,9401
2015-05-24,11063
2015-05-25,9926
2015-05-26,9888
2015-05-27,9691
2015-05-28,9676
2015-05-29,11689
2015-05-30,11307
2015-05-31,9414
2015-06-01,11879
2015-06-02,11007
2015-06-03,10276
2015-06-04,9958
2015-06-05,9533
2015-06-06,9530
2015-06-07,9968
2015-06-08,10369
2015-06-09,10400
2015-06-10,10569
2015-06-11,10280
2015-06-12,9490
2015-06-13,9281
2015-06-14,10302
2015-06-15,10974
2015-06-16,12142
2015-06-17,15838
2015-06-18,10992
2015-06-19,11735
2015-06-20,9634
2015-06-21,10521
2015-06-22,9367
2015-06-23,10909
2015-06-24,10370
2015-06-25,9829
2015-06-26,9933
2015-06-27,12011
2015-06-28,10283
2015-06-29,12103
2015-06-30,13370
2015-07-01,12562
2015-07-02,12360
2015-07-03,11707
2015-07-04,11414
2015-07-05,10784
2015-07-06,12599
2015-07-07,10084
2015-07-08,8930
2015-07-09,12561
2015-07-10,14180
2015-07-11,14230
2015-07-12,11923
2015-07-13,14075
2015-07-14,11483
2015-07-15,10795
2015-07-16,11646
2015-07-17,10127
2015-07-18,10410
2015-07-19,11791
2015-07-20,10723
2015-07-21,11541
2015-07-22,10473
2015-07-23,10294
2015-07-24,10702
2015-07-25,10395
2015-07-26,11999
2015-07-27,11306
2015-07-28,12187
2015-07-29,12005
2015-07-30,10078
2015-07-31,10997
2015-08-01,12655
2015-08-02,11059
2015-08-03,11232
2015-08-04,10722
2015-08-05,10724
2015-08-06,10740
2015-08-07,11400
2015-08-08,12198
2015-08-09,11080
2015-08-10,11617
2015-08-11,11126
2015-08-12,12517
2015-08-13,12486
2015-08-14,12244
2015-08-15,10921
2015-08-16,12789
2015-08-17,11486
2015-08-18,12303
2015-08-19,14151
2015-08-20,13190
2015-08-21,12487
2015-08-22,12998
2015-08-23,10849
2015-08-24,14610
2015-08-25,14031
2015-08-26,13035
2015-08-27,12353
2015-08-28,15509
2015-08-29,11507
2015-08-30,11512
2015-08-31,12481
2015-09-01,12409
2015-09-02,11536
2015-09-03,12466
2015-09-04,12178
2015-09-05,13445
2015-09-06,12998
2015-09-07,14285
2015-09-08,15344
2015-09-09,12721
2015-09-10,13121
2015-09-11,13440
2015-09-12,11899
2015-09-13,13063
2015-09-14,13699
2015-09-15,14443
2015-09-16,14665
2015-09-17,14714
2015-09-18,14736
2015-09-19,12591
2015-09-20,12115
2015-09-21,13717
2015-09-22,14012
2015-09-23,12038
2015-09-24,13321
2015-09-25,13299
2015-09-26,15026
2015-09-27,16720
2015-09-28,16364
2015-09-29,21651
2015-09-30,19379
2015-10-01,14765
2015-10-02,13913
2015-10-03,13244
2015-10-04,12178
2015-10-05,14069
2015-10-06,16997
2015-10-07,14186
2015-10-08,14257
2015-10-09,13261
2015-10-10,16033
2015-10-11,12898
2015-10-12,14059
2015-10-13,15511
2015-10-14,14751
2015-10-15,17037
2015-10-16,15874
2015-10-17,19585
2015-10-18,14379
2015-10-19,16892
2015-10-20,25380
2015-10-21,17191
2015-10-22,18218
2015-10-23,22914
2015-10-24,17574
2015-10-25,17290
2015-10-26,28084
2015-10-27,20637
2015-10-28,21558
2015-10-29,28641
2015-10-30,26614
2015-10-31,24437
2015-11-01,21291
2015-11-02,25480
2015-11-03,30919
2015-11-04,37552
2015-11-05,32300
2015-11-06,27339
2015-11-07,27053
2015-11-08,22019
2015-11-09,26881
2015-11-10,26109
2015-11-11,26025
2015-11-12,24595
2015-11-13,23037
2015-11-14,23281
2015-11-15,22899
2015-11-16,22420
2015-11-17,21794
2015-11-18,20889
2015-11-19,21111
2015-11-20,20442
2015-11-21,21403
2015-11-22,17443
2015-11-23,17652
2015-11-24,19709
2015-11-25,20453
2015-11-26,25797
2015-11-27,22887
2015-11-28,24352
2015-11-29,18578
2015-11-30,26203
2015-12-01,25488
2015-12-02,24691
2015-12-03,18072
2015-12-04,21844
2015-12-05,32600
2015-12-06,30009
2015-12-07,28619
2015-12-08,28126
2015-12-09,31395
2015-12-10,28341
2015-12-11,27717
2015-12-12,29935
2015-12-13,28963
2015-12-14,34274
2015-12-15,33782
2015-12-16,36345
2015-12-17,29950
2015-12-18,29170
2015-12-19,33601
2015-12-20,30561
2015-12-21,35499
2015-12-22,33618
2015-12-23,30785
2015-12-24,32314
2015-12-25,28946
2015-12-26,29470
2015-12-27,17948
2015-12-28,19570
2015-12-29,19249
2015-12-30,20475
2015-12-31,18196
2016-01-01,15712
2016-01-02,20371
2016-01-03,17402
2016-01-04,21523
2016-01-05,23255
2016-01-06,20052
2016-01-07,25636
2016-01-08,22334
2016-01-09,25582
2016-01-10,20456
2016-01-11,21830
2016-01-12,22924
2016-01-13,22796
2016-01-14,23354
2016-01-15,27079
2016-01-16,30021
2016-01-17,29477
2016-01-18,26547
2016-01-19,24210
2016-01-20,44170
2016-01-21,38151
2016-01-22,33639
2016-01-23,31923
2016-01-24,31726
2016-01-25,33180
2016-01-26,42992
2016-01-27,39734
2016-01-28,42117
2016-01-29,45125
2016-01-30,35885
2016-01-31,31527
2016-02-01,52340
2016-02-02,51116
2016-02-03,35179
2016-02-04,31848
2016-02-05,37559
2016-02-06,38982
2016-02-07,37516
2016-02-08,36134
2016-02-09,37915
2016-02-10,40551
2016-02-11,35672
2016-02-12,32784
2016-02-13,30855
2016-02-14,35229
2016-02-15,40114
2016-02-16,38594
2016-02-17,41703
2016-02-18,36276
2016-02-19,41356
2016-02-20,45176
2016-02-21,44329
2016-02-22,46302
2016-02-23,50579
2016-02-24,46904
2016-02-25,41783
2016-02-26,38696
2016-02-27,32456
2016-02-28,48373
2016-02-29,59814
2016-03-01,60336
2016-03-02,63315
2016-03-03,46360
2016-03-04,41534
2016-03-05,56555
2016-03-06,26739
2016-03-07,25462
2016-03-08,30669
2016-03-09,30562
2016-03-10,24526
2016-03-11,24422
2016-03-12,23535
2016-03-13,22872
2016-03-14,28861
2016-03-15,28481
2016-03-16,38660
2016-03-17,34606
2016-03-18,32181
2016-03-19,23053
2016-03-20,26901
2016-03-21,26054
2016-03-22,24874
2016-03-23,22772
2016-03-24,25869
2016-03-25,22540
2016-03-26,19536
2016-03-27,23793
2016-03-28,25168
2016-03-29,25760
2016-03-30,24826
2016-03-31,26101
2016-04-01,28056
2016-04-02,24211
2016-04-03,23276
2016-04-04,21563
2016-04-05,24237
2016-04-06,25612
2016-04-07,24647
2016-04-08,23794
2016-04-09,23177
2016-04-10,23172
2016-04-11,24980
2016-04-12,28324
2016-04-13,22984
2016-04-14,22335
2016-04-15,24514
2016-04-16,23271
2016-04-17,25655
2016-04-18,23527
2016-04-19,23565
2016-04-20,25434
2016-04-21,24240
2016-04-22,23454
2016-04-23,23179
2016-04-24,24434
2016-04-25,26615
2016-04-26,31119
2016-04-27,31017
2016-04-28,34682
2016-04-29,44101
2016-04-30,34335
2016-05-01,27541
2016-05-02,28151
2016-05-03,29877
2016-05-04,33995
2016-05-05,29152
2016-05-06,31216
2016-05-07,25315
2016-05-08,26230
2016-05-09,29662
2016-05-10,30461
2016-05-11,28593
2016-05-12,27216
2016-05-13,31090
2016-05-14,30196
2016-05-15,27526
2016-05-16,32612
2016-05-17,33497
2016-05-18,34999
2016-05-19,25138
2016-05-20,23421
2016-05-21,20761
2016-05-22,21381
2016-05-23,24111
2016-05-24,27727
2016-05-25,31118
2016-05-26,28046
2016-05-27,30049
2016-05-28,29366
2016-05-29,24233
2016-05-30,29210
2016-05-31,28767
2016-06-01,28145
2016-06-02,25160
2016-06-03,25950
2016-06-04,22181
2016-06-05,21184
2016-06-06,25162
2016-06-07,25258
2016-06-08,27159
2016-06-09,35648
2016-06-10,29710
2016-06-11,26758
2016-06-12,30184
2016-06-13,38815
2016-06-14,34873
2016-06-15,40671
2016-06-16,35021
2016-06-17,36735
2016-06-18,34145
2016-06-19,29609
2016-06-20,34470
2016-06-21,33835
2016-06-22,34772
2016-06-23,28921
2016-06-24,27206
2016-06-25,25256
2016-06-26,22823
2016-06-27,25189
2016-06-28,26396
2016-06-29,26251
2016-06-30,29345
2016-07-01,25579
2016-07-02,27098
2016-07-03,19773
2016-07-04,23932
2016-07-05,27705
2016-07-06,31406
2016-07-07,28034
2016-07-08,31072
2016-07-09,22774
2016-07-10,18917
2016-07-11,25581
2016-07-12,27194
2016-07-13,25613
2016-07-14,26642
2016-07-15,28385
2016-07-16,22021
2016-07-17,22336
2016-07-18,24884
2016-07-19,26478
2016-07-20,27177
2016-07-21,25484
2016-07-22,27768
2016-07-23,22192
2016-07-24,24099
2016-07-25,26749
2016-07-26,31722
2016-07-27,26382
2016-07-28,26237
2016-07-29,24469
2016-07-30,19634
2016-07-31,22512
2016-08-01,26248
2016-08-02,37077
2016-08-03,31602
2016-08-04,27508
2016-08-05,24516
2016-08-06,20980
2016-08-07,20701
2016-08-08,23234
2016-08-09,25174
2016-08-10,27549
2016-08-11,29867
2016-08-12,27051
2016-08-13,19229
2016-08-14,20196
2016-08-15,24182
2016-08-16,25771
2016-08-17,28929
2016-08-18,29581
2016-08-19,26050
2016-08-20,21753
2016-08-21,18418
2016-08-22,23862
2016-08-23,24831
2016-08-24,27013
2016-08-25,23890
2016-08-26,25218
2016-08-27,21899
2016-08-28,24290
2016-08-29,28476
2016-08-30,28808
2016-08-31,26208
2016-09-01,27669
2016-09-02,25913
2016-09-03,25713
2016-09-04,22509
2016-09-05,29337
2016-09-06,26529
2016-09-07,33399
2016-09-08,29524
2016-09-09,25516
2016-09-10,22587
2016-09-11,23943
2016-09-12,25545
2016-09-13,28382
2016-09-14,25625
2016-09-15,26162
2016-09-16,25214
2016-09-17,24697
2016-09-18,24326
2016-09-19,23184
2016-09-20,28303
2016-09-21,26311
2016-09-22,25540
2016-09-23,25535
2016-09-24,21349
2016-09-25,21793
2016-09-26,28895
2016-09-27,29148
2016-09-28,28644
2016-09-29,27773
2016-09-30,30219
2016-10-01,25808
2016-10-02,22202
2016-10-03,34915
2016-10-04,38165
2016-10-05,38325
2016-10-06,41743
2016-10-07,42688
2016-10-08,37158
2016-10-09,28788
2016-10-10,27578
2016-10-11,35875
2016-10-12,35990
2016-10-13,27627
2016-10-14,31311
2016-10-15,30774
2016-10-16,33009
2016-10-17,34180
2016-10-18,32524
2016-10-19,26147
2016-10-20,32547
2016-10-21,37127
2016-10-22,27042
2016-10-23,24636
2016-10-24,28271
2016-10-25,31370
2016-10-26,26109
2016-10-27,36851
2016-10-28,29158
2016-10-29,27463
2016-10-30,24137
2016-10-31,34033
2016-11-01,29353
2016-11-02,32652
2016-11-03,34417
2016-11-04,31307
2016-11-05,30397
2016-11-06,32231
2016-11-07,38789
2016-11-08,40457
2016-11-09,36053
2016-11-10,31966
2016-11-11,29854
2016-11-12,27304
2016-11-13,26869
2016-11-14,30513
2016-11-15,35383
2016-11-16,37939
2016-11-17,37167
2016-11-18,34219
2016-11-19,33374
2016-11-20,36808
2016-11-21,42395
2016-11-22,46669
2016-11-23,45878
2016-11-24,46519
2016-11-25,41855
2016-11-26,39547
2016-11-27,31346
2016-11-28,35985
2016-11-29,34513
2016-11-30,38451
2016-12-01,36640
2016-12-02,37776
2016-12-03,34458
2016-12-04,28627
2016-12-05,35030
2016-12-06,38987
2016-12-07,39777
2016-12-08,36608
2016-12-09,36544
2016-12-10,30961
2016-12-11,29117
2016-12-12,35504
2016-12-13,37657
2016-12-14,37924
2016-12-15,34712
2016-12-16,35329
2016-12-17,28794
2016-12-18,26451
2016-12-19,34037
2016-12-20,32724
2016-12-21,36077
2016-12-22,39873
2016-12-23,39956
2016-12-24,31383
2016-12-25,24563
2016-12-26,31813
2016-12-27,36713
2016-12-28,39578
2016-12-29,38524
2016-12-30,36160
2016-12-31,30841
2017-01-01,25400
2017-01-02,40683
2017-01-03,39861
2017-01-04,46102
2017-01-05,45584
2017-01-06,45422
2017-01-07,38876
2017-01-08,33868
2017-01-09,35174
2017-01-10,39728
2017-01-11,40875
2017-01-12,38272
2017-01-13,35675
2017-01-14,33457
2017-01-15,31634
2017-01-16,34915
2017-01-17,39410
2017-01-18,39911
2017-01-19,40486
2017-01-20,40632
2017-01-21,35937
2017-01-22,33733
2017-01-23,35808
2017-01-24,36611
2017-01-25,41392
2017-01-26,45338
2017-01-27,40717
2017-01-28,34002
2017-01-29,36880
2017-01-30,36120
2017-01-31,45475
2017-02-01,50936
2017-02-02,42966
2017-02-03,43260
2017-02-04,39315
2017-02-05,38370
2017-02-06,32424
2017-02-07,42398
2017-02-08,42047
2017-02-09,50889
2017-02-10,41221
2017-02-11,34773
2017-02-12,33571
2017-02-13,37623
2017-02-14,40567
2017-02-15,38016
2017-02-16,39332
2017-02-17,44036
2017-02-18,41290
2017-02-19,35704
2017-02-20,35557
2017-02-21,38549
2017-02-22,39885
2017-02-23,43339
2017-02-24,48899
2017-02-25,42954
2017-02-26,37350
2017-02-27,38839
2017-02-28,42364
2017-03-01,44301
2017-03-02,48845
2017-03-03,46411
2017-03-04,39421
2017-03-05,38922
2017-03-06,41329
2017-03-07,44954
2017-03-08,44260
2017-03-09,47678
2017-03-10,48917
2017-03-11,44224
2017-03-12,37387
2017-03-13,48637
2017-03-14,49638
2017-03-15,47640
2017-03-16,61828
2017-03-17,58858
2017-03-18,54873
2017-03-19,49820
2017-03-20,47665
2017-03-21,51041
2017-03-22,59925
2017-03-23,53697
2017-03-24,56183
2017-03-25,45015
2017-03-26,38678
2017-03-27,42937
2017-03-28,53865
2017-03-29,48492
2017-03-30,51773
2017-03-31,47681
2017-04-01,44165
2017-04-02,50099
2017-04-03,54331
2017-04-04,45784
2017-04-05,54845
2017-04-06,54750
2017-04-07,51756
2017-04-08,40250
2017-04-09,47346
2017-04-10,51148
2017-04-11,59796
2017-04-12,53749
2017-04-13,47638
2017-04-14,46751
2017-04-15,45169
2017-04-16,41254
2017-04-17,47920
2017-04-18,50422
2017-04-19,47216
2017-04-20,47258
2017-04-21,53283
2017-04-22,41265
2017-04-23,38869
2017-04-24,41434
2017-04-25,50695
2017-04-26,50060
2017-04-27,51981
2017-04-28,52446
2017-04-29,57148
2017-04-30,49209
2017-05-01,56396
2017-05-02,59397
2017-05-03,51603
2017-05-04,71656
2017-05-05,58742
2017-05-06,69023
2017-05-07,69479
2017-05-08,85444
2017-05-09,71138
2017-05-10,58806
2017-05-11,57458
2017-05-12,61066
2017-05-13,63579
2017-05-14,69355
2017-05-15,67937
2017-05-16,60814
2017-05-17,75884
2017-05-18,74082
2017-05-19,81015
2017-05-20,80210
2017-05-21,84114
2017-05-22,85971
2017-05-23,89953
2017-05-24,88178
2017-05-25,89423
2017-05-26,79019
2017-05-27,83643
2017-05-28,73741
2017-05-29,62851
2017-05-30,69218
2017-05-31,72822
2017-06-01,74840
2017-06-02,71791
2017-06-03,83357
2017-06-04,72400
2017-06-05,80652
2017-06-06,89796
2017-06-07,96116
2017-06-08,82305
2017-06-09,80638
2017-06-10,77287
2017-06-11,69603
2017-06-12,78942
2017-06-13,84496
2017-06-14,81991
2017-06-15,81996
2017-06-16,69453
2017-06-17,63314
2017-06-18,57457
2017-06-19,78806
2017-06-20,85567
2017-06-21,82415
2017-06-22,76174
2017-06-23,71702
2017-06-24,62754
2017-06-25,53080
2017-06-26,76174
2017-06-27,72002
2017-06-28,68528
2017-06-29,60768
2017-06-30,70571
2017-07-01,61796
2017-07-02,48325
2017-07-03,60678
2017-07-04,61993
2017-07-05,56420
2017-07-06,54640
2017-07-07,65107
2017-07-08,55586
2017-07-09,42038
2017-07-10,61111
2017-07-11,75675
2017-07-12,64643
2017-07-13,58139
2017-07-14,56685
2017-07-15,55705
2017-07-16,57873
2017-07-17,59585
2017-07-18,65642
2017-07-19,68270
2017-07-20,63752
2017-07-21,74169
2017-07-22,66329
2017-07-23,41642
2017-07-24,55687
2017-07-25,60115
2017-07-26,53430
2017-07-27,50587
2017-07-28,70076
2017-07-29,59287
2017-07-30,52124
2017-07-31,67085
2017-08-01,27472
2017-08-02,53643
2017-08-03,50782
2017-08-04,65808
2017-08-05,66060
2017-08-06,51043
2017-08-07,66693
2017-08-08,75704
2017-08-09,68920
2017-08-10,80226
2017-08-11,86741
2017-08-12,73876
2017-08-13,79059
2017-08-14,76120
2017-08-15,93259
2017-08-16,73655
2017-08-17,94882
2017-08-18,84547
2017-08-19,74659
2017-08-20,57491
2017-08-21,67106
2017-08-22,52859
2017-08-23,86910
2017-08-24,55503
2017-08-25,56245
2017-08-26,59972
2017-08-27,67114
2017-08-28,64047
2017-08-29,82803
2017-08-30,80593
2017-08-31,90855
2017-09-01,84152
2017-09-02,73630
2017-09-03,56848
2017-09-04,91445
2017-09-05,87860
2017-09-06,85500
2017-09-07,76703
2017-09-08,84777
2017-09-09,54686
2017-09-10,53347
2017-09-11,65880
2017-09-12,74215
2017-09-13,77271
2017-09-14,85028
2017-09-15,102143
2017-09-16,61879
2017-09-17,46471
2017-09-18,58422
2017-09-19,64593
2017-09-20,55192
2017-09-21,63187
2017-09-22,57882
2017-09-23,41699
2017-09-24,38791
2017-09-25,52014
2017-09-26,58559
2017-09-27,66740
2017-09-28,66498
2017-09-29,60906
2017-09-30,50365
2017-10-01,48195
2017-10-02,71132
2017-10-03,63688
2017-10-04,55740
2017-10-05,63645
2017-10-06,65165
2017-10-07,51790
2017-10-08,57624
2017-10-09,74249
2017-10-10,73395
2017-10-11,64127
2017-10-12,82024
2017-10-13,86326
2017-10-14,64592
2017-10-15,59995
2017-10-16,72048
2017-10-17,79660
2017-10-18,66879
2017-10-19,72328
2017-10-20,72247
2017-10-21,74215
2017-10-22,68641
2017-10-23,82362
2017-10-24,93292
2017-10-25,77245
2017-10-26,62885
2017-10-27,60370
2017-10-28,42844
2017-10-29,71607
2017-10-30,71887
2017-10-31,69136
2017-11-01,84423
2017-11-02,88562
2017-11-03,73724
2017-11-04,61892
2017-11-05,58517
2017-11-06,65688
2017-11-07,75739
2017-11-08,85928
2017-11-09,95304
2017-11-10,92691
2017-11-11,62778
2017-11-12,78964
2017-11-13,84203
2017-11-14,72816
2017-11-15,85450
2017-11-16,87273
2017-11-17,92804
2017-11-18,79156
2017-11-19,77804
2017-11-20,108910
2017-11-21,105238
2017-11-22,96253
2017-11-23,99549
2017-11-24,94011
2017-11-25,89246
2017-11-26,99482
2017-11-27,110489
2017-11-28,110370
2017-11-29,131996
2017-11-30,108953
2017-12-01,110458
2017-12-02,88074
2017-12-03,104645
2017-12-04,133439
2017-12-05,143659
2017-12-06,181260
2017-12-07,141635
2017-12-08,139955
2017-12-09,145860
2017-12-10,107284
2017-12-11,120594
2017-12-12,135886
2017-12-13,161617
2017-12-14,233765
2017-12-15,172491
2017-12-16,152678
2017-12-17,179844
2017-12-18,182485
2017-12-19,191944
2017-12-20,187839
2017-12-21,181170
2017-12-22,213648
