t,addresses_receiving_from_exchanges_count
2014-03-16,3181
2014-03-17,3112
2014-03-18,3066
2014-03-19,2932
2014-03-20,3065
2014-03-21,3524
2014-03-22,3915
2014-03-23,2864
2014-03-24,3524
2014-03-25,3548
2014-03-26,3645
2014-03-27,3840
2014-03-28,4017
2014-03-29,2824
2014-03-30,2991
2014-03-31,3734
2014-04-01,4433
2014-04-02,4316
2014-04-03,3714
2014-04-04,3793
2014-04-05,2864
2014-04-06,2803
2014-04-07,3469
2014-04-08,3033
2014-04-09,3642
2014-04-10,3818
2014-04-11,4010
2014-04-12,2466
2014-04-13,2862
2014-04-14,4386
2014-04-15,4174
2014-04-16,4183
2014-04-17,4050
2014-04-18,3854
2014-04-19,3498
2014-04-20,3218
2014-04-21,3553
2014-04-22,4340
2014-04-23,3996
2014-04-24,3737
2014-04-25,3586
2014-04-26,2741
2014-04-27,2879
2014-04-28,3909
2014-04-29,3671
2014-04-30,3548
2014-05-01,3135
2014-05-02,3270
2014-05-03,2480
2014-05-04,2782
2014-05-05,3748
2014-05-06,4342
2014-05-07,3670
2014-05-08,3528
2014-05-09,3596
2014-05-10,3205
2014-05-11,3619
2014-05-12,4484
2014-05-13,4536
2014-05-14,4001
2014-05-15,4370
2014-05-16,4043
2014-05-17,3433
2014-05-18,3486
2014-05-19,4453
2014-05-20,4638
2014-05-21,4335
2014-05-22,4590
2014-05-23,4793
2014-05-24,3201
2014-05-25,3937
2014-05-26,4619
2014-05-27,4545
2014-05-28,4388
2014-05-29,4275
2014-05-30,4458
2014-05-31,3547
2014-06-01,3860
2014-06-02,4707
2014-06-03,4950
2014-06-04,4953
2014-06-05,4639
2014-06-06,4660
2014-06-07,3532
2014-06-08,3572
2014-06-09,4336
2014-06-10,4717
2014-06-11,4460
2014-06-12,4957
2014-06-13,4568
2014-06-14,3764
2014-06-15,3799
2014-06-16,4683
2014-06-17,5007
2014-06-18,4816
2014-06-19,4468
2014-06-20,4821
2014-06-21,4185
2014-06-22,3912
2014-06-23,4828
2014-06-24,3940
2014-06-25,4531
2014-06-26,4224
2014-06-27,4359
2014-06-28,3529
2014-06-29,3219
2014-06-30,4686
2014-07-01,4798
2014-07-02,4423
2014-07-03,4796
2014-07-04,4049
2014-07-05,3263
2014-07-06,3208
2014-07-07,4006
2014-07-08,4335
2014-07-09,4113
2014-07-10,4172
2014-07-11,3952
2014-07-12,3305
2014-07-13,3460
2014-07-14,4231
2014-07-15,4638
2014-07-16,4166
2014-07-17,4167
2014-07-18,3995
2014-07-19,3432
2014-07-20,3476
2014-07-21,4213
2014-07-22,4266
2014-07-23,3863
2014-07-24,4267
2014-07-25,3907
2014-07-26,2804
2014-07-27,3102
2014-07-28,4372
2014-07-29,3717
2014-07-30,4263
2014-07-31,4092
2014-08-01,3911
2014-08-02,3330
2014-08-03,3480
2014-08-04,4849
2014-08-05,4987
2014-08-06,4913
2014-08-07,4437
2014-08-08,4030
2014-08-09,3476
2014-08-10,3640
2014-08-11,5083
2014-08-12,5179
2014-08-13,4972
2014-08-14,4920
2014-08-15,5011
2014-08-16,6863
2014-08-17,3701
2014-08-18,5108
2014-08-19,5019
2014-08-20,4818
2014-08-21,4259
2014-08-22,4291
2014-08-23,3066
2014-08-24,3435
2014-08-25,4056
2014-08-26,4477
2014-08-27,4226
2014-08-28,3739
2014-08-29,3774
2014-08-30,3294
2014-08-31,3577
2014-09-01,4026
2014-09-02,4069
2014-09-03,3876
2014-09-04,4199
2014-09-05,3625
2014-09-06,3640
2014-09-07,3435
2014-09-08,4117
2014-09-09,4636
2014-09-10,4334
2014-09-11,3832
2014-09-12,3862
2014-09-13,3762
2014-09-14,3684
2014-09-15,4320
2014-09-16,6394
2014-09-17,4415
2014-09-18,4558
2014-09-19,4314
2014-09-20,3860
2014-09-21,3357
2014-09-22,4619
2014-09-23,5167
2014-09-24,5695
2014-09-25,6121
2014-09-26,4999
2014-09-27,3555
2014-09-28,4170
2014-09-29,4682
2014-09-30,5367
2014-10-01,5307
2014-10-02,4386
2014-10-03,6710
2014-10-04,7872
2014-10-05,4659
2014-10-06,5681
2014-10-07,5274
2014-10-08,4871
2014-10-09,4854
2014-10-10,4431
2014-10-11,3853
2014-10-12,3650
2014-10-13,4726
2014-10-14,4810
2014-10-15,4468
2014-10-16,4191
2014-10-17,4383
2014-10-18,3756
2014-10-19,3561
2014-10-20,4244
2014-10-21,4737
2014-10-22,4358
2014-10-23,4262
2014-10-24,4103
2014-10-25,3628
2014-10-26,3454
2014-10-27,4980
2014-10-28,4456
2014-10-29,4364
2014-10-30,4495
2014-10-31,4462
2014-11-01,3648
2014-11-02,3641
2014-11-03,4563
2014-11-04,4411
2014-11-05,4313
2014-11-06,4591
2014-11-07,4172
2014-11-08,3236
2014-11-09,3642
2014-11-10,4682
2014-11-11,4225
2014-11-12,4919
2014-11-13,4946
2014-11-14,4655
2014-11-15,3855
2014-11-16,3575
2014-11-17,4439
2014-11-18,4329
2014-11-19,3992
2014-11-20,4245
2014-11-21,4127
2014-11-22,3451
2014-11-23,3409
2014-11-24,4251
2014-11-25,4145
2014-11-26,4160
2014-11-27,3867
2014-11-28,4234
2014-11-29,3690
2014-11-30,3617
2014-12-01,4083
2014-12-02,4609
2014-12-03,3977
2014-12-04,4231
2014-12-05,3729
2014-12-06,3684
2014-12-07,3402
2014-12-08,4264
2014-12-09,4927
2014-12-10,4112
2014-12-11,4229
2014-12-12,3765
2014-12-13,3404
2014-12-14,3669
2014-12-15,4775
2014-12-16,5217
2014-12-17,5042
2014-12-18,4799
2014-12-19,4717
2014-12-20,3959
2014-12-21,3483
2014-12-22,4841
2014-12-23,4297
2014-12-24,3814
2014-12-25,3192
2014-12-26,4042
2014-12-27,3211
2014-12-28,3220
2014-12-29,4436
2014-12-30,3861
2014-12-31,3606
2015-01-01,2901
2015-01-02,3835
2015-01-03,3756
2015-01-04,3999
2015-01-05,4246
2015-01-06,4070
2015-01-07,3718
2015-01-08,3866
2015-01-09,4191
2015-01-10,4817
2015-01-11,3616
2015-01-12,4095
2015-01-13,5255
2015-01-14,5406
2015-01-15,5440
2015-01-16,4364
2015-01-17,3611
2015-01-18,3800
2015-01-19,4304
2015-01-20,4343
2015-01-21,4440
2015-01-22,4299
2015-01-23,4115
2015-01-24,3445
2015-01-25,3803
2015-01-26,5488
2015-01-27,4881
2015-01-28,4366
2015-01-29,4398
2015-01-30,3946
2015-01-31,3704
2015-02-01,3527
2015-02-02,4218
2015-02-03,4361
2015-02-04,4642
2015-02-05,3972
2015-02-06,3916
2015-02-07,3352
2015-02-08,3369
2015-02-09,4256
2015-02-10,3945
2015-02-11,3681
2015-02-12,3545
2015-02-13,4186
2015-02-14,3761
2015-02-15,3959
2015-02-16,4458
2015-02-17,4392
2015-02-18,4358
2015-02-19,3938
2015-02-20,3996
2015-02-21,3568
2015-02-22,3543
2015-02-23,4058
2015-02-24,4216
2015-02-25,4079
2015-02-26,3858
2015-02-27,4121
2015-02-28,3738
2015-03-01,3506
2015-03-02,4703
2015-03-03,4882
2015-03-04,6078
2015-03-05,7077
2015-03-06,5559
2015-03-07,5014
2015-03-08,5151
2015-03-09,6663
2015-03-10,7146
2015-03-11,7672
2015-03-12,5833
2015-03-13,5303
2015-03-14,4918
2015-03-15,5069
2015-03-16,6037
2015-03-17,5627
2015-03-18,6117
2015-03-19,5300
2015-03-20,5699
2015-03-21,5427
2015-03-22,5469
2015-03-23,6416
2015-03-24,5699
2015-03-25,5841
2015-03-26,5901
2015-03-27,5602
2015-03-28,5140
2015-03-29,5528
2015-03-30,6133
2015-03-31,6571
2015-04-01,6319
2015-04-02,6386
2015-04-03,5540
2015-04-04,4928
2015-04-05,5367
2015-04-06,5876
2015-04-07,6627
2015-04-08,6251
2015-04-09,5967
2015-04-10,6548
2015-04-11,5939
2015-04-12,5365
2015-04-13,6889
2015-04-14,6611
2015-04-15,5957
2015-04-16,5486
2015-04-17,5403
2015-04-18,4739
2015-04-19,5053
2015-04-20,6616
2015-04-21,6038
2015-04-22,6459
2015-04-23,6295
2015-04-24,6153
2015-04-25,5852
2015-04-26,6200
2015-04-27,6937
2015-04-28,6893
2015-04-29,6753
2015-04-30,6440
2015-05-01,5818
2015-05-02,5979
2015-05-03,6166
2015-05-04,7041
2015-05-05,6886
2015-05-06,6896
2015-05-07,6982
2015-05-08,6450
2015-05-09,5795
2015-05-10,5869
2015-05-11,7005
2015-05-12,6798
2015-05-13,6617
2015-05-14,6461
2015-05-15,6462
2015-05-16,5815
2015-05-17,6132
2015-05-18,6726
2015-05-19,6525
2015-05-20,6634
2015-05-21,6125
2015-05-22,6328
2015-05-23,5805
2015-05-24,6242
2015-05-25,6213
2015-05-26,6162
2015-05-27,6028
2015-05-28,6152
2015-05-29,6039
2015-05-30,6236
2015-05-31,5866
2015-06-01,7075
2015-06-02,7127
2015-06-03,6734
2015-06-04,6514
2015-06-05,6230
2015-06-06,5420
2015-06-07,5926
2015-06-08,7203
2015-06-09,6635
2015-06-10,6549
2015-06-11,6120
2015-06-12,5916
2015-06-13,5166
2015-06-14,5842
2015-06-15,6930
2015-06-16,7307
2015-06-17,7401
2015-06-18,6588
2015-06-19,6449
2015-06-20,5770
2015-06-21,5955
2015-06-22,6424
2015-06-23,6674
2015-06-24,6146
2015-06-25,5942
2015-06-26,6039
2015-06-27,5567
2015-06-28,5915
2015-06-29,7084
2015-06-30,6959
2015-07-01,7575
2015-07-02,7142
2015-07-03,6702
2015-07-04,5571
2015-07-05,6059
2015-07-06,7630
2015-07-07,6659
2015-07-08,5772
2015-07-09,7820
2015-07-10,7676
2015-07-11,6565
2015-07-12,6515
2015-07-13,7429
2015-07-14,7296
2015-07-15,6887
2015-07-16,6919
2015-07-17,6368
2015-07-18,5603
2015-07-19,6071
2015-07-20,6854
2015-07-21,6867
2015-07-22,6439
2015-07-23,6124
2015-07-24,6506
2015-07-25,5830
2015-07-26,6313
2015-07-27,7313
2015-07-28,7525
2015-07-29,7295
2015-07-30,7062
2015-07-31,7548
2015-08-01,6547
2015-08-02,6841
2015-08-03,7840
2015-08-04,7869
2015-08-05,7871
2015-08-06,7519
2015-08-07,7182
2015-08-08,6874
2015-08-09,6669
2015-08-10,7663
2015-08-11,7600
2015-08-12,8063
2015-08-13,7825
2015-08-14,7686
2015-08-15,6951
2015-08-16,6969
2015-08-17,7347
2015-08-18,7785
2015-08-19,8278
2015-08-20,8714
2015-08-21,7977
2015-08-22,7239
2015-08-23,7114
2015-08-24,8814
2015-08-25,8695
2015-08-26,7969
2015-08-27,7968
2015-08-28,7827
2015-08-29,7127
2015-08-30,6951
2015-08-31,8225
2015-09-01,7864
2015-09-02,7262
2015-09-03,7879
2015-09-04,8255
2015-09-05,7198
2015-09-06,7688
2015-09-07,8472
2015-09-08,8558
2015-09-09,7728
2015-09-10,7872
2015-09-11,7748
2015-09-12,6495
2015-09-13,6606
2015-09-14,7553
2015-09-15,7507
2015-09-16,7443
2015-09-17,9385
2015-09-18,7959
2015-09-19,6977
2015-09-20,7782
2015-09-21,8216
2015-09-22,8737
2015-09-23,7582
2015-09-24,8064
2015-09-25,8159
2015-09-26,7178
2015-09-27,8019
2015-09-28,8711
2015-09-29,8839
2015-09-30,9509
2015-10-01,9235
2015-10-02,8626
2015-10-03,7619
2015-10-04,8154
2015-10-05,9361
2015-10-06,9094
2015-10-07,8889
2015-10-08,9135
2015-10-09,8635
2015-10-10,7961
2015-10-11,8513
2015-10-12,9150
2015-10-13,9271
2015-10-14,8616
2015-10-15,9528
2015-10-16,9754
2015-10-17,9442
2015-10-18,10000
2015-10-19,11825
2015-10-20,11573
2015-10-21,11672
2015-10-22,12343
2015-10-23,11785
2015-10-24,10580
2015-10-25,10745
2015-10-26,12101
2015-10-27,13624
2015-10-28,14043
2015-10-29,14862
2015-10-30,15443
2015-10-31,14330
2015-11-01,13081
2015-11-02,16896
2015-11-03,18997
2015-11-04,19229
2015-11-05,26634
2015-11-06,14935
2015-11-07,13409
2015-11-08,12360
2015-11-09,13401
2015-11-10,12837
2015-11-11,13274
2015-11-12,12454
2015-11-13,11746
2015-11-14,11482
2015-11-15,13048
2015-11-16,12857
2015-11-17,11439
2015-11-18,11415
2015-11-19,11010
2015-11-20,10635
2015-11-21,10080
2015-11-22,10602
2015-11-23,9984
2015-11-24,10587
2015-11-25,10615
2015-11-26,12714
2015-11-27,12147
2015-11-28,11103
2015-11-29,11316
2015-11-30,13380
2015-12-01,13217
2015-12-02,12847
2015-12-03,10543
2015-12-04,11135
2015-12-05,14218
2015-12-06,16736
2015-12-07,15483
2015-12-08,14712
2015-12-09,17378
2015-12-10,15518
2015-12-11,18382
2015-12-12,16811
2015-12-13,17906
2015-12-14,21202
2015-12-15,18584
2015-12-16,17201
2015-12-17,16067
2015-12-18,16148
2015-12-19,15871
2015-12-20,17275
2015-12-21,19342
2015-12-22,17373
2015-12-23,18179
2015-12-24,18601
2015-12-25,16409
2015-12-26,13465
2015-12-27,12399
2015-12-28,13253
2015-12-29,12625
2015-12-30,11822
2015-12-31,10430
2016-01-01,9165
2016-01-02,10412
2016-01-03,11500
2016-01-04,11111
2016-01-05,12694
2016-01-06,11798
2016-01-07,13201
2016-01-08,12232
2016-01-09,11669
2016-01-10,12232
2016-01-11,12689
2016-01-12,12895
2016-01-13,12799
2016-01-14,12887
2016-01-15,13526
2016-01-16,13264
2016-01-17,15130
2016-01-18,15154
2016-01-19,11613
2016-01-20,16569
2016-01-21,16554
2016-01-22,15004
2016-01-23,17249
2016-01-24,14321
2016-01-25,15809
2016-01-26,19363
2016-01-27,16667
2016-01-28,17634
2016-01-29,19297
2016-01-30,21300
2016-01-31,18409
2016-02-01,21692
2016-02-02,20026
2016-02-03,14228
2016-02-04,15852
2016-02-05,16477
2016-02-06,21467
2016-02-07,17818
2016-02-08,15156
2016-02-09,15621
2016-02-10,15176
2016-02-11,18666
2016-02-12,17557
2016-02-13,19961
2016-02-14,17084
2016-02-15,20098
2016-02-16,19488
2016-02-17,19434
2016-02-18,18469
2016-02-19,18742
2016-02-20,23814
2016-02-21,19539
2016-02-22,23097
2016-02-23,27031
2016-02-24,24502
2016-02-25,17733
2016-02-26,15629
2016-02-27,20084
2016-02-28,24946
2016-02-29,24308
2016-03-01,21458
2016-03-02,19964
2016-03-03,17451
2016-03-04,15706
2016-03-05,19578
2016-03-06,13502
2016-03-07,15589
2016-03-08,16491
2016-03-09,20327
2016-03-10,15184
2016-03-11,18233
2016-03-12,21049
2016-03-13,12758
2016-03-14,17250
2016-03-15,16658
2016-03-16,15071
2016-03-17,15588
2016-03-18,16517
2016-03-19,18944
2016-03-20,15390
2016-03-21,16661
2016-03-22,15921
2016-03-23,14724
2016-03-24,16506
2016-03-25,13977
2016-03-26,16118
2016-03-27,16008
2016-03-28,15257
2016-03-29,16325
2016-03-30,16019
2016-03-31,17946
2016-04-01,20807
2016-04-02,21136
2016-04-03,17905
2016-04-04,17987
2016-04-05,16533
2016-04-06,17829
2016-04-07,17763
2016-04-08,16799
2016-04-09,21161
2016-04-10,14652
2016-04-11,16605
2016-04-12,17422
2016-04-13,14983
2016-04-14,14755
2016-04-15,14973
2016-04-16,15540
2016-04-17,22084
2016-04-18,15945
2016-04-19,15683
2016-04-20,15223
2016-04-21,14108
2016-04-22,13932
2016-04-23,15138
2016-04-24,17201
2016-04-25,16154
2016-04-26,18213
2016-04-27,16123
2016-04-28,17305
2016-04-29,19437
2016-04-30,15114
2016-05-01,16349
2016-05-02,15999
2016-05-03,19036
2016-05-04,16129
2016-05-05,17724
2016-05-06,21554
2016-05-07,14672
2016-05-08,14517
2016-05-09,16309
2016-05-10,18632
2016-05-11,17059
2016-05-12,15081
2016-05-13,17225
2016-05-14,19207
2016-05-15,13824
2016-05-16,16222
2016-05-17,18666
2016-05-18,17116
2016-05-19,16058
2016-05-20,14953
2016-05-21,18473
2016-05-22,14723
2016-05-23,17081
2016-05-24,18399
2016-05-25,20247
2016-05-26,19924
2016-05-27,23644
2016-05-28,25831
2016-05-29,19145
2016-05-30,18143
2016-05-31,18362
2016-06-01,17295
2016-06-02,16463
2016-06-03,16805
2016-06-04,20931
2016-06-05,17856
2016-06-06,18042
2016-06-07,18817
2016-06-08,17289
2016-06-09,18966
2016-06-10,18803
2016-06-11,22176
2016-06-12,20459
2016-06-13,22506
2016-06-14,21100
2016-06-15,21271
2016-06-16,22048
2016-06-17,21968
2016-06-18,25153
2016-06-19,18347
2016-06-20,19518
2016-06-21,20554
2016-06-22,20252
2016-06-23,19295
2016-06-24,19067
2016-06-25,21788
2016-06-26,15357
2016-06-27,15568
2016-06-28,15508
2016-06-29,15070
2016-06-30,16171
2016-07-01,16711
2016-07-02,20897
2016-07-03,15075
2016-07-04,15131
2016-07-05,15907
2016-07-06,14224
2016-07-07,15041
2016-07-08,16105
2016-07-09,16756
2016-07-10,11740
2016-07-11,14378
2016-07-12,15398
2016-07-13,14678
2016-07-14,14100
2016-07-15,15672
2016-07-16,19903
2016-07-17,15361
2016-07-18,14644
2016-07-19,14927
2016-07-20,14773
2016-07-21,14186
2016-07-22,14928
2016-07-23,17723
2016-07-24,12326
2016-07-25,15095
2016-07-26,15852
2016-07-27,16413
2016-07-28,14755
2016-07-29,14983
2016-07-30,17939
2016-07-31,14863
2016-08-01,15360
2016-08-02,15888
2016-08-03,17221
2016-08-04,14906
2016-08-05,15089
2016-08-06,17041
2016-08-07,12569
2016-08-08,14820
2016-08-09,15430
2016-08-10,15556
2016-08-11,15732
2016-08-12,15148
2016-08-13,12827
2016-08-14,12419
2016-08-15,14072
2016-08-16,16723
2016-08-17,14703
2016-08-18,16918
2016-08-19,18552
2016-08-20,13714
2016-08-21,12562
2016-08-22,15217
2016-08-23,15524
2016-08-24,17991
2016-08-25,15607
2016-08-26,14821
2016-08-27,13379
2016-08-28,16909
2016-08-29,14510
2016-08-30,15598
2016-08-31,16632
2016-09-01,14738
2016-09-02,14414
2016-09-03,16029
2016-09-04,14095
2016-09-05,15392
2016-09-06,15370
2016-09-07,15060
2016-09-08,14868
2016-09-09,14956
2016-09-10,16485
2016-09-11,12660
2016-09-12,14262
2016-09-13,15052
2016-09-14,14157
2016-09-15,14610
2016-09-16,15141
2016-09-17,16956
2016-09-18,12051
2016-09-19,13722
2016-09-20,15960
2016-09-21,15552
2016-09-22,14272
2016-09-23,15091
2016-09-24,18224
2016-09-25,13042
2016-09-26,15143
2016-09-27,16163
2016-09-28,16545
2016-09-29,18825
2016-09-30,17990
2016-10-01,21718
2016-10-02,15502
2016-10-03,19984
2016-10-04,20176
2016-10-05,20309
2016-10-06,20803
2016-10-07,20428
2016-10-08,24697
2016-10-09,18759
2016-10-10,16478
2016-10-11,17973
2016-10-12,15719
2016-10-13,15454
2016-10-14,16162
2016-10-15,20272
2016-10-16,13165
2016-10-17,15643
2016-10-18,16591
2016-10-19,15798
2016-10-20,18716
2016-10-21,16301
2016-10-22,22647
2016-10-23,17826
2016-10-24,18199
2016-10-25,19415
2016-10-26,19435
2016-10-27,18752
2016-10-28,17196
2016-10-29,24113
2016-10-30,15954
2016-10-31,18049
2016-11-01,18613
2016-11-02,18489
2016-11-03,18314
2016-11-04,18756
2016-11-05,24621
2016-11-06,17077
2016-11-07,19062
2016-11-08,19705
2016-11-09,18792
2016-11-10,18870
2016-11-11,18273
2016-11-12,24670
2016-11-13,17380
2016-11-14,19561
2016-11-15,20266
2016-11-16,19377
2016-11-17,19793
2016-11-18,18589
2016-11-19,26420
2016-11-20,17729
2016-11-21,20561
2016-11-22,21495
2016-11-23,22805
2016-11-24,21790
2016-11-25,20799
2016-11-26,18551
2016-11-27,24110
2016-11-28,19785
2016-11-29,19473
2016-11-30,18811
2016-12-01,19607
2016-12-02,21199
2016-12-03,17804
2016-12-04,20986
2016-12-05,20120
2016-12-06,20952
2016-12-07,20677
2016-12-08,18917
2016-12-09,19971
2016-12-10,17061
2016-12-11,23183
2016-12-12,19472
2016-12-13,19262
2016-12-14,19504
2016-12-15,19349
2016-12-16,18280
2016-12-17,20733
2016-12-18,17013
2016-12-19,20093
2016-12-20,19871
2016-12-21,20341
2016-12-22,21341
2016-12-23,21069
2016-12-24,17580
2016-12-25,19634
2016-12-26,17798
2016-12-27,20187
2016-12-28,21557
2016-12-29,21381
2016-12-30,21200
2016-12-31,23044
2017-01-01,14457
2017-01-02,21590
2017-01-03,21967
2017-01-04,25535
2017-01-05,25418
2017-01-06,24666
2017-01-07,28429
2017-01-08,20061
2017-01-09,21278
2017-01-10,23393
2017-01-11,23416
2017-01-12,22925
2017-01-13,22070
2017-01-14,22227
2017-01-15,23042
2017-01-16,22004
2017-01-17,24408
2017-01-18,23453
2017-01-19,23547
2017-01-20,22619
2017-01-21,22427
2017-01-22,20592
2017-01-23,21529
2017-01-24,24365
2017-01-25,22094
2017-01-26,23251
2017-01-27,22323
2017-01-28,21732
2017-01-29,28439
2017-01-30,22958
2017-01-31,25328
2017-02-01,25436
2017-02-02,23277
2017-02-03,25921
2017-02-04,23289
2017-02-05,22190
2017-02-06,21294
2017-02-07,25872
2017-02-08,24331
2017-02-09,25737
2017-02-10,22979
2017-02-11,20827
2017-02-12,19236
2017-02-13,23303
2017-02-14,23473
2017-02-15,22439
2017-02-16,24904
2017-02-17,24513
2017-02-18,23133
2017-02-19,20051
2017-02-20,23974
2017-02-21,24024
2017-02-22,22989
2017-02-23,25384
2017-02-24,26871
2017-02-25,22961
2017-02-26,20948
2017-02-27,24202
2017-02-28,22831
2017-03-01,26211
2017-03-02,25283
2017-03-03,26674
2017-03-04,23221
2017-03-05,20498
2017-03-06,25240
2017-03-07,25504
2017-03-08,23435
2017-03-09,24250
2017-03-10,24984
2017-03-11,23642
2017-03-12,21127
2017-03-13,26468
2017-03-14,25342
2017-03-15,23884
2017-03-16,28872
2017-03-17,26095
2017-03-18,24438
2017-03-19,24778
2017-03-20,26360
2017-03-21,26332
2017-03-22,26749
2017-03-23,24297
2017-03-24,23120
2017-03-25,21156
2017-03-26,21123
2017-03-27,23461
2017-03-28,24914
2017-03-29,23630
2017-03-30,24101
2017-03-31,23226
2017-04-01,24522
2017-04-02,21741
2017-04-03,25879
2017-04-04,24444
2017-04-05,26142
2017-04-06,25775
2017-04-07,26726
2017-04-08,24304
2017-04-09,24662
2017-04-10,28849
2017-04-11,28413
2017-04-12,27222
2017-04-13,27432
2017-04-14,23933
2017-04-15,25677
2017-04-16,21764
2017-04-17,24957
2017-04-18,28260
2017-04-19,28080
2017-04-20,25959
2017-04-21,29466
2017-04-22,26792
2017-04-23,24905
2017-04-24,27482
2017-04-25,26847
2017-04-26,30751
2017-04-27,32707
2017-04-28,31080
2017-04-29,29163
2017-04-30,28159
2017-05-01,30441
2017-05-02,33954
2017-05-03,33957
2017-05-04,35962
2017-05-05,34450
2017-05-06,32188
2017-05-07,30842
2017-05-08,36883
2017-05-09,37874
2017-05-10,37037
2017-05-11,36185
2017-05-12,35064
2017-05-13,30602
2017-05-14,28549
2017-05-15,36003
2017-05-16,34711
2017-05-17,33949
2017-05-18,31531
2017-05-19,36489
2017-05-20,30180
2017-05-21,31009
2017-05-22,34343
2017-05-23,43038
2017-05-24,39124
2017-05-25,48207
2017-05-26,41456
2017-05-27,36182
2017-05-28,32050
2017-05-29,40566
2017-05-30,46700
2017-05-31,46783
2017-06-01,44710
2017-06-02,39870
2017-06-03,40607
2017-06-04,33389
2017-06-05,41632
2017-06-06,43311
2017-06-07,44345
2017-06-08,39007
2017-06-09,36935
2017-06-10,32606
2017-06-11,29396
2017-06-12,36452
2017-06-13,41214
2017-06-14,37617
2017-06-15,35371
2017-06-16,33601
2017-06-17,29423
2017-06-18,27818
2017-06-19,34246
2017-06-20,39519
2017-06-21,38765
2017-06-22,34313
2017-06-23,33178
2017-06-24,29292
2017-06-25,24905
2017-06-26,31284
2017-06-27,34039
2017-06-28,33174
2017-06-29,31197
2017-06-30,31781
2017-07-01,27520
2017-07-02,24711
2017-07-03,32302
2017-07-04,38608
2017-07-05,34462
2017-07-06,33022
2017-07-07,32275
2017-07-08,27094
2017-07-09,23944
2017-07-10,31413
2017-07-11,36099
2017-07-12,31491
2017-07-13,31309
2017-07-14,30313
2017-07-15,27408
2017-07-16,23789
2017-07-17,27727
2017-07-18,34721
2017-07-19,32856
2017-07-20,31889
2017-07-21,32738
2017-07-22,25965
2017-07-23,21699
2017-07-24,29832
2017-07-25,32744
2017-07-26,30203
2017-07-27,29751
2017-07-28,33011
2017-07-29,26724
2017-07-30,23368
2017-07-31,28405
2017-08-01,13893
2017-08-02,25343
2017-08-03,29679
2017-08-04,29474
2017-08-05,30021
2017-08-06,27946
2017-08-07,35587
2017-08-08,41625
2017-08-09,34706
2017-08-10,35275
2017-08-11,35924
2017-08-12,34753
2017-08-13,32033
2017-08-14,37608
2017-08-15,42931
2017-08-16,36960
2017-08-17,37637
2017-08-18,37679
2017-08-19,32669
2017-08-20,28805
2017-08-21,35001
2017-08-22,27927
2017-08-23,36683
2017-08-24,29988
2017-08-25,33264
2017-08-26,28421
2017-08-27,27510
2017-08-28,33943
2017-08-29,37728
2017-08-30,35396
2017-08-31,37177
2017-09-01,37133
2017-09-02,34519
2017-09-03,25996
2017-09-04,33134
2017-09-05,33962
2017-09-06,36534
2017-09-07,33645
2017-09-08,35071
2017-09-09,25754
2017-09-10,24713
2017-09-11,30125
2017-09-12,32335
2017-09-13,31697
2017-09-14,33283
2017-09-15,35274
2017-09-16,27245
2017-09-17,23867
2017-09-18,30739
2017-09-19,32633
2017-09-20,27050
2017-09-21,28157
2017-09-22,27414
2017-09-23,22415
2017-09-24,21391
2017-09-25,30695
2017-09-26,30665
2017-09-27,34327
2017-09-28,34653
2017-09-29,35405
2017-09-30,28896
2017-10-01,26587
2017-10-02,37980
2017-10-03,36866
2017-10-04,32198
2017-10-05,31026
2017-10-06,36622
2017-10-07,26735
2017-10-08,27493
2017-10-09,34741
2017-10-10,36661
2017-10-11,34225
2017-10-12,36474
2017-10-13,41994
2017-10-14,33315
2017-10-15,29449
2017-10-16,36797
2017-10-17,42691
2017-10-18,40180
2017-10-19,39024
2017-10-20,39954
2017-10-21,33569
2017-10-22,32188
2017-10-23,35513
2017-10-24,41423
2017-10-25,37296
2017-10-26,35949
2017-10-27,37434
2017-10-28,26435
2017-10-29,37489
2017-10-30,39068
2017-10-31,39750
2017-11-01,41100
2017-11-02,44159
2017-11-03,43616
2017-11-04,32540
2017-11-05,33650
2017-11-06,38131
2017-11-07,41383
2017-11-08,41436
2017-11-09,43143
2017-11-10,37486
2017-11-11,26265
2017-11-12,26525
2017-11-13,40551
2017-11-14,35458
2017-11-15,42202
2017-11-16,37756
2017-11-17,43162
2017-11-18,31913
2017-11-19,31420
2017-11-20,45079
2017-11-21,53883
2017-11-22,46214
2017-11-23,44916
2017-11-24,45828
2017-11-25,38784
2017-11-26,45781
2017-11-27,57615
2017-11-28,54565
2017-11-29,60292
2017-11-30,52482
2017-12-01,49524
2017-12-02,36176
2017-12-03,41080
2017-12-04,46130
2017-12-05,52334
2017-12-06,60391
2017-12-07,68555
2017-12-08,60632
2017-12-09,49160
2017-12-10,40965
2017-12-11,54935
2017-12-12,60949
2017-12-13,63348
2017-12-14,60953
2017-12-15,58088
2017-12-16,52918
2017-12-17,61261
2017-12-18,65343
2017-12-19,67229
2017-12-20,62475
2017-12-21,62982
2017-12-22,59303
2017-12-23,49948
2017-12-24,39418
2017-12-25,42923
2017-12-26,47776
2017-12-27,57327
2017-12-28,54990
2017-12-29,58124
2017-12-30,52658
2017-12-31,45077
2018-01-01,44970
2018-01-02,65615
2018-01-03,67391
2018-01-04,83077
2018-01-05,87364
2018-01-06,87925
2018-01-07,73141
2018-01-08,79905
2018-01-09,83113
2018-01-10,72295
2018-01-11,66740
